AS, node_degree, IP_prefix_count, class
56396, 0, 1, Enterprise
25276, 0, 3, Enterprise
198820, 0, 9, Enterprise
201041, 0, 1, Enterprise
197254, 0, 2, Enterprise
201184, 0, 1, Enterprise
57682, 0, 2, Enterprise
8711, 0, 4, Enterprise
206427, 0, 1, Enterprise
56450, 0, 1, Enterprise
56681, 0, 3, Enterprise
56376, 0, 9, Enterprise
48304, 0, 2, Enterprise
42612, 0, 4, Enterprise
34999, 0, 38, Enterprise
199792, 0, 16, Enterprise
15726, 0, 2, Enterprise
198291, 0, 10, Enterprise
45048, 0, 7, Enterprise
51681, 0, 18, Enterprise
196922, 0, 4, Enterprise
25498, 0, 2, Enterprise
56480, 0, 2, Enterprise
49738, 0, 1, Enterprise
44077, 0, 2, Enterprise
42410, 0, 1, Enterprise
41339, 0, 1, Enterprise
57914, 0, 2, Enterprise
58156, 0, 1, Enterprise
35185, 0, 3, Enterprise
60093, 0, 1, Enterprise
31012, 0, 7, Enterprise
197722, 0, 31, Enterprise
33984, 0, 19, Enterprise
206690, 0, 6, Enterprise
206689, 0, 2, Enterprise
34233, 0, 4, Enterprise
56994, 0, 9, Enterprise
25353, 0, 2, Enterprise
47954, 0, 21, Enterprise
57096, 0, 6, Enterprise
35573, 0, 60, Enterprise
24232, 0, 12, Enterprise
19806, 0, 8, Enterprise
34497, 0, 5, Enterprise
48218, 0, 2, Enterprise
42487, 0, 11, Enterprise
205312, 0, 1, Enterprise
33814, 0, 1, Enterprise
33828, 0, 3, Enterprise
197581, 0, 8, Enterprise
25260, 0, 8, Enterprise
16645, 0, 7, Enterprise
57669, 0, 1, Enterprise
43140, 0, 6, Enterprise
60128, 0, 1, Enterprise
61244, 0, 4, Enterprise
35141, 0, 435, Enterprise
2840, 0, 4, Enterprise
8326, 0, 5, Enterprise
60690, 0, 5, Enterprise
49759, 0, 3, Enterprise
57908, 0, 4, Enterprise
197305, 0, 2, Enterprise
197395, 0, 3, Enterprise
61109, 0, 3, Enterprise
198913, 0, 11, Enterprise
29650, 0, 6, Enterprise
59564, 0, 3, Enterprise
61317, 0, 142, Enterprise
206323, 0, 1, Enterprise
50523, 0, 1, Enterprise
51470, 0, 1, Enterprise
203563, 0, 2, Enterprise
201850, 0, 1, Enterprise
6012, 0, 2, Enterprise
60058, 0, 1, Enterprise
201244, 0, 1, Enterprise
35469, 0, 2, Enterprise
203725, 0, 1, Enterprise
201282, 0, 1, Enterprise
199735, 0, 2, Enterprise
64427, 0, 11, Enterprise
205351, 0, 1, Enterprise
200619, 0, 1, Enterprise
197858, 0, 1, Enterprise
60954, 0, 1, Enterprise
47262, 0, 3, Enterprise
43591, 0, 4, Enterprise
197143, 0, 12, Enterprise
199997, 0, 5, Enterprise
39852, 0, 10, Enterprise
37560, 0, 9, Enterprise
52035, 0, 2, Enterprise
50009, 0, 11, Enterprise
198202, 0, 1, Enterprise
31732, 0, 7, Enterprise
12697, 0, 1, Enterprise
60025, 0, 1, Enterprise
44349, 0, 2, Enterprise
204010, 0, 7, Enterprise
58303, 0, 8, Enterprise
25406, 0, 11, Enterprise
34857, 0, 6, Enterprise
49455, 0, 7, Enterprise
41911, 0, 12, Enterprise
51218, 0, 5, Enterprise
28824, 0, 3, Enterprise
39674, 0, 2, Enterprise
42232, 0, 13, Enterprise
43529, 0, 8, Enterprise
50868, 0, 1, Enterprise
59723, 0, 9, Enterprise
202111, 0, 2, Enterprise
60087, 0, 14, Enterprise
38951, 0, 7, Enterprise
43424, 0, 8, Enterprise
52115, 0, 1, Enterprise
206346, 0, 4, Enterprise
51984, 0, 20, Enterprise
197558, 0, 6, Enterprise
52145, 0, 8, Enterprise
64515, 0, 4, Enterprise
197297, 0, 5, Enterprise
44216, 0, 7, Enterprise
51980, 0, 7, Enterprise
56345, 0, 6, Enterprise
197806, 0, 1, Enterprise
38972, 0, 9, Enterprise
34618, 0, 6, Enterprise
52033, 0, 8, Enterprise
56993, 0, 1, Enterprise
39256, 0, 4, Enterprise
58029, 0, 1, Enterprise
57426, 0, 3, Enterprise
47374, 0, 2, Enterprise
60227, 0, 3, Enterprise
52063, 0, 2, Enterprise
48149, 0, 6, Enterprise
52084, 0, 1, Enterprise
34510, 0, 4, Enterprise
197508, 0, 8, Enterprise
48285, 0, 8, Enterprise
197505, 0, 2, Enterprise
29425, 0, 2, Enterprise
49766, 0, 2, Enterprise
42363, 0, 11, Enterprise
42774, 0, 2, Enterprise
52140, 0, 1, Enterprise
43614, 0, 2, Enterprise
43873, 0, 31, Enterprise
395117, 0, 1, Enterprise
62677, 0, 1, Enterprise
36474, 0, 1, Enterprise
11805, 0, 2, Enterprise
22271, 0, 1, Enterprise
19642, 0, 1, Enterprise
33645, 0, 2, Enterprise
63260, 0, 1, Enterprise
63329, 0, 2, Enterprise
31774, 0, 3, Enterprise
393644, 0, 1, Enterprise
19926, 0, 1, Enterprise
63397, 0, 4, Enterprise
63378, 0, 1, Enterprise
395549, 0, 1, Enterprise
394524, 0, 2, Enterprise
393329, 0, 2, Enterprise
36591, 0, 14, Enterprise
13850, 0, 2, Enterprise
20287, 0, 5, Enterprise
20370, 0, 1, Enterprise
394245, 0, 1, Enterprise
23069, 0, 1, Enterprise
394454, 0, 1, Enterprise
27536, 0, 2, Enterprise
394817, 0, 1, Enterprise
19720, 0, 14, Enterprise
19157, 0, 2, Enterprise
394361, 0, 2, Enterprise
395961, 0, 1, Enterprise
396080, 0, 1, Enterprise
396426, 0, 2, Enterprise
4200003018, 0, 11, Enterprise
24429, 0, 14, Enterprise
4200000204, 0, 4, Enterprise
55834, 0, 2, Enterprise
55702, 0, 5, Enterprise
38744, 0, 24, Enterprise
133481, 0, 146, Enterprise
3839, 0, 6, Enterprise
132479, 0, 2, Enterprise
38818, 0, 3, Enterprise
55587, 0, 25, Enterprise
55853, 0, 6, Enterprise
55856, 0, 2, Enterprise
131325, 0, 11, Enterprise
55843, 0, 10, Enterprise
55797, 0, 3, Enterprise
17698, 0, 32, Enterprise
23822, 0, 8, Enterprise
55446, 0, 8, Enterprise
55831, 0, 419, Enterprise
9981, 0, 84, Enterprise
55861, 0, 3, Enterprise
21509, 0, 9, Enterprise
38179, 0, 3, Enterprise
24251, 0, 16, Enterprise
133814, 0, 5, Enterprise
134630, 0, 5, Enterprise
55667, 0, 11, Enterprise
58984, 0, 5, Enterprise
56291, 0, 3, Enterprise
17858, 0, 76, Enterprise
131269, 0, 59, Enterprise
7684, 0, 21, Enterprise
24158, 0, 128, Enterprise
131445, 0, 160, Enterprise
132681, 0, 2, Enterprise
55488, 0, 2, Enterprise
45255, 0, 3, Enterprise
133848, 0, 5, Enterprise
45199, 0, 3, Enterprise
136742, 0, 1, Enterprise
9551, 0, 6, Enterprise
136045, 0, 2, Enterprise
55925, 0, 2, Enterprise
17971, 0, 62, Enterprise
55668, 0, 8, Enterprise
17948, 0, 3, Enterprise
17957, 0, 6, Enterprise
132618, 0, 10, Enterprise
45080, 0, 3, Enterprise
4663, 0, 55, Enterprise
10054, 0, 97, Enterprise
38700, 0, 9, Enterprise
58608, 0, 1, Enterprise
58693, 0, 6, Enterprise
9617, 0, 85, Enterprise
24375, 0, 2, Enterprise
135662, 0, 2, Enterprise
49532, 0, 13, Enterprise
32392, 0, 17, Enterprise
16586, 0, 144, Enterprise
14102, 0, 13, Enterprise
27338, 0, 57, Enterprise
20334, 0, 16, Enterprise
53824, 0, 6, Enterprise
13796, 0, 3, Enterprise
1406, 0, 11, Enterprise
394195, 0, 4, Enterprise
54245, 0, 1, Enterprise
394568, 0, 1, Enterprise
14658, 0, 2, Enterprise
54075, 0, 22, Enterprise
46925, 0, 103, Enterprise
29997, 0, 3, Enterprise
395103, 0, 2, Enterprise
22370, 0, 4, Enterprise
10493, 0, 10, Enterprise
394434, 0, 7, Enterprise
32771, 0, 5, Enterprise
395333, 0, 1, Enterprise
20300, 0, 5, Enterprise
394681, 0, 1, Enterprise
54794, 0, 1, Enterprise
31862, 0, 1, Enterprise
20359, 0, 1, Enterprise
394764, 0, 2, Enterprise
201385, 0, 1, Enterprise
10532, 0, 1, Enterprise
22720, 0, 1, Enterprise
36434, 0, 1, Enterprise
46112, 0, 1, Enterprise
14096, 0, 1, Enterprise
62520, 0, 3, Enterprise
14552, 0, 17, Enterprise
54590, 0, 2, Enterprise
395058, 0, 1, Enterprise
54106, 0, 1, Enterprise
23491, 0, 3, Enterprise
11372, 0, 3, Enterprise
32763, 0, 1, Enterprise
394152, 0, 1, Enterprise
53787, 0, 1, Enterprise
20236, 0, 2, Enterprise
30355, 0, 2, Enterprise
19102, 0, 3, Enterprise
26729, 0, 12, Enterprise
16981, 0, 2, Enterprise
7213, 0, 1, Enterprise
394714, 0, 2, Enterprise
54030, 0, 1, Enterprise
393541, 0, 2, Enterprise
32822, 0, 1, Enterprise
27637, 0, 2, Enterprise
63483, 0, 32, Enterprise
19725, 0, 1, Enterprise
393233, 0, 2, Enterprise
54147, 0, 1, Enterprise
26781, 0, 1, Enterprise
22866, 0, 5, Enterprise
62561, 0, 1, Enterprise
54436, 0, 1, Enterprise
8077, 0, 1, Enterprise
54341, 0, 2, Enterprise
27610, 0, 1, Enterprise
53759, 0, 3, Enterprise
54349, 0, 1, Enterprise
47071, 0, 8, Enterprise
15292, 0, 3, Enterprise
32837, 0, 2, Enterprise
54571, 0, 2, Enterprise
54340, 0, 1, Enterprise
25670, 0, 5, Enterprise
26709, 0, 5, Enterprise
394983, 0, 2, Enterprise
394828, 0, 2, Enterprise
11075, 0, 2, Enterprise
396241, 0, 1, Enterprise
46220, 0, 1, Enterprise
394121, 0, 2, Enterprise
54865, 0, 1, Enterprise
40464, 0, 3, Enterprise
54770, 0, 1, Enterprise
18906, 0, 1, Enterprise
54683, 0, 2, Enterprise
53514, 0, 1, Enterprise
393693, 0, 2, Enterprise
22232, 0, 5, Enterprise
16770, 0, 2, Enterprise
63243, 0, 3, Enterprise
54089, 0, 1, Enterprise
13554, 0, 2, Enterprise
54639, 0, 2, Enterprise
54804, 0, 35, Enterprise
10261, 0, 3, Enterprise
46606, 0, 45, Enterprise
12176, 0, 3, Enterprise
53974, 0, 17, Enterprise
46262, 0, 7, Enterprise
14654, 0, 249, Enterprise
54316, 0, 1, Enterprise
26127, 0, 7, Enterprise
393286, 0, 1, Enterprise
53861, 0, 10, Enterprise
39991, 0, 1, Enterprise
54045, 0, 11, Enterprise
54057, 0, 22, Enterprise
394981, 0, 2, Enterprise
12269, 0, 4, Enterprise
20264, 0, 19, Enterprise
46792, 0, 3, Enterprise
6058, 0, 45, Enterprise
393542, 0, 1, Enterprise
395779, 0, 1, Enterprise
46972, 0, 1, Enterprise
33248, 0, 5, Enterprise
20008, 0, 2, Enterprise
395433, 0, 1, Enterprise
46336, 0, 1, Enterprise
54246, 0, 5, Enterprise
23235, 0, 2, Enterprise
54946, 0, 1, Enterprise
33378, 0, 9, Enterprise
54617, 0, 3, Enterprise
62870, 0, 2, Enterprise
46675, 0, 2, Enterprise
18744, 0, 2, Enterprise
17167, 0, 2, Enterprise
54870, 0, 1, Enterprise
17330, 0, 9, Enterprise
30248, 0, 1, Enterprise
54787, 0, 2, Enterprise
22688, 0, 2, Enterprise
32074, 0, 1, Enterprise
12233, 0, 1, Enterprise
29714, 0, 2, Enterprise
32276, 0, 1, Enterprise
40644, 0, 1, Enterprise
12152, 0, 4, Enterprise
40516, 0, 1, Enterprise
32291, 0, 2, Enterprise
62868, 0, 2, Enterprise
13735, 0, 1, Enterprise
14021, 0, 4, Enterprise
55161, 0, 2, Enterprise
40039, 0, 1, Enterprise
19144, 0, 1, Enterprise
26966, 0, 2, Enterprise
395707, 0, 1, Enterprise
63487, 0, 1, Enterprise
32285, 0, 1, Enterprise
32749, 0, 1, Enterprise
16539, 0, 3, Enterprise
46305, 0, 1, Enterprise
394894, 0, 1, Enterprise
46807, 0, 2, Enterprise
26014, 0, 2, Enterprise
23411, 0, 1, Enterprise
25868, 0, 1, Enterprise
32688, 0, 5, Enterprise
393320, 0, 2, Enterprise
36852, 0, 4, Enterprise
14711, 0, 1, Enterprise
39942, 0, 5, Enterprise
62521, 0, 1, Enterprise
46448, 0, 1, Enterprise
26998, 0, 1, Enterprise
35992, 0, 1, Enterprise
27369, 0, 3, Enterprise
13339, 0, 1, Enterprise
23408, 0, 3, Enterprise
393272, 0, 1, Enterprise
36679, 0, 3, Enterprise
32913, 0, 1, Enterprise
26366, 0, 1, Enterprise
395536, 0, 1, Enterprise
26184, 0, 2, Enterprise
63422, 0, 1, Enterprise
62977, 0, 2, Enterprise
26297, 0, 4, Enterprise
55086, 0, 2, Enterprise
18743, 0, 2, Enterprise
63065, 0, 1, Enterprise
393722, 0, 2, Enterprise
393418, 0, 1, Enterprise
25846, 0, 1, Enterprise
14538, 0, 1, Enterprise
394953, 0, 3, Enterprise
26453, 0, 2, Enterprise
33261, 0, 2, Enterprise
40745, 0, 2, Enterprise
63057, 0, 2, Enterprise
393426, 0, 1, Enterprise
22214, 0, 1, Enterprise
22897, 0, 1, Enterprise
26419, 0, 3, Enterprise
14804, 0, 1, Enterprise
63021, 0, 1, Enterprise
14786, 0, 1, Enterprise
393439, 0, 2, Enterprise
17131, 0, 1, Enterprise
32602, 0, 2, Enterprise
53531, 0, 1, Enterprise
63207, 0, 1, Enterprise
35961, 0, 2, Enterprise
393631, 0, 3, Enterprise
393643, 0, 2, Enterprise
63477, 0, 1, Enterprise
393786, 0, 1, Enterprise
18661, 0, 1, Enterprise
14807, 0, 8, Enterprise
63375, 0, 1, Enterprise
393843, 0, 2, Enterprise
393459, 0, 1, Enterprise
394557, 0, 1, Enterprise
394547, 0, 1, Enterprise
394774, 0, 1, Enterprise
395269, 0, 1, Enterprise
64203, 0, 1, Enterprise
393385, 0, 2, Enterprise
395009, 0, 1, Enterprise
395270, 0, 3, Enterprise
395293, 0, 1, Enterprise
394304, 0, 2, Enterprise
32669, 0, 5, Enterprise
394498, 0, 1, Enterprise
62658, 0, 10, Enterprise
13744, 0, 2, Enterprise
395772, 0, 4, Enterprise
54321, 0, 3, Enterprise
30521, 0, 2, Enterprise
395976, 0, 1, Enterprise
396021, 0, 2, Enterprise
396017, 0, 1, Enterprise
396019, 0, 1, Enterprise
395974, 0, 1, Enterprise
395980, 0, 1, Enterprise
393305, 0, 1, Enterprise
395835, 0, 1, Enterprise
395868, 0, 2, Enterprise
395820, 0, 1, Enterprise
36717, 0, 2, Enterprise
396210, 0, 1, Enterprise
63402, 0, 5, Enterprise
396178, 0, 1, Enterprise
396337, 0, 1, Enterprise
396332, 0, 1, Enterprise
396036, 0, 1, Enterprise
396272, 0, 1, Enterprise
395892, 0, 1, Enterprise
395858, 0, 1, Enterprise
6343, 0, 2, Enterprise
36690, 0, 2, Enterprise
29891, 0, 3, Enterprise
394621, 0, 2, Enterprise
396293, 0, 1, Enterprise
11913, 0, 2, Enterprise
63206, 0, 1, Enterprise
395586, 0, 4, Enterprise
393537, 0, 1, Enterprise
26696, 0, 1, Enterprise
40101, 0, 1, Enterprise
393696, 0, 2, Enterprise
27421, 0, 1, Enterprise
29880, 0, 1, Enterprise
13520, 0, 1, Enterprise
40145, 0, 1, Enterprise
393863, 0, 1, Enterprise
393887, 0, 1, Enterprise
396322, 0, 2, Enterprise
393781, 0, 1, Enterprise
394123, 0, 1, Enterprise
17084, 0, 3, Enterprise
394208, 0, 1, Enterprise
394132, 0, 1, Enterprise
394254, 0, 1, Enterprise
393383, 0, 3, Enterprise
13780, 0, 1, Enterprise
31836, 0, 2, Enterprise
62730, 0, 1, Enterprise
394662, 0, 1, Enterprise
394754, 0, 2, Enterprise
394063, 0, 2, Enterprise
33173, 0, 2, Enterprise
394412, 0, 1, Enterprise
394115, 0, 1, Enterprise
394604, 0, 1, Enterprise
54883, 0, 2, Enterprise
394879, 0, 1, Enterprise
394390, 0, 1, Enterprise
394535, 0, 1, Enterprise
26820, 0, 2, Enterprise
30067, 0, 2, Enterprise
395847, 0, 1, Enterprise
395691, 0, 1, Enterprise
395882, 0, 1, Enterprise
395928, 0, 1, Enterprise
395895, 0, 1, Enterprise
396307, 0, 1, Enterprise
13799, 0, 1, Enterprise
395979, 0, 1, Enterprise
396023, 0, 2, Enterprise
17035, 0, 7, Enterprise
40774, 0, 1, Enterprise
394782, 0, 1, Enterprise
394627, 0, 1, Enterprise
394930, 0, 2, Enterprise
7003, 0, 1, Enterprise
395108, 0, 1, Enterprise
394136, 0, 2, Enterprise
395083, 0, 1, Enterprise
396176, 0, 1, Enterprise
395334, 0, 1, Enterprise
395556, 0, 2, Enterprise
395614, 0, 1, Enterprise
394768, 0, 2, Enterprise
395503, 0, 2, Enterprise
18729, 0, 2, Enterprise
31927, 0, 3, Enterprise
396456, 0, 2, Enterprise
11200, 0, 2, Enterprise
53930, 0, 4, Enterprise
200517, 0, 4, Enterprise
43766, 0, 86, Enterprise
8987, 0, 12, Enterprise
55960, 0, 16, Enterprise
135629, 0, 11, Enterprise
46151, 0, 1, Enterprise
395115, 0, 1, Enterprise
395802, 0, 3, Enterprise
395113, 0, 1, Enterprise
40735, 0, 4, Enterprise
396321, 0, 3, Enterprise
395363, 0, 7, Enterprise
394949, 0, 3, Enterprise
395100, 0, 2, Enterprise
65504, 0, 1, Enterprise
22768, 0, 25, Enterprise
5642, 0, 2, Enterprise
46456, 0, 5, Enterprise
394569, 0, 2, Enterprise
26300, 0, 3, Enterprise
395112, 0, 1, Enterprise
32786, 0, 2, Enterprise
395467, 0, 1, Enterprise
396052, 0, 4, Enterprise
394669, 0, 1, Enterprise
22458, 0, 85, Enterprise
394884, 0, 1, Enterprise
395233, 0, 1, Enterprise
8070, 0, 7, Enterprise
394468, 0, 1, Enterprise
55232, 0, 16, Enterprise
30665, 0, 3, Enterprise
36016, 0, 2, Enterprise
394835, 0, 2, Enterprise
55074, 0, 3, Enterprise
40089, 0, 10, Enterprise
394954, 0, 1, Enterprise
394999, 0, 1, Enterprise
14239, 0, 2, Enterprise
394667, 0, 2, Enterprise
63201, 0, 6, Enterprise
394882, 0, 2, Enterprise
53764, 0, 5, Enterprise
395492, 0, 3, Enterprise
63296, 0, 7, Enterprise
393347, 0, 6, Enterprise
393494, 0, 5, Enterprise
395674, 0, 1, Enterprise
394875, 0, 1, Enterprise
394982, 0, 1, Enterprise
36007, 0, 16, Enterprise
54105, 0, 2, Enterprise
396257, 0, 1, Enterprise
395232, 0, 1, Enterprise
394960, 0, 1, Enterprise
395599, 0, 1, Enterprise
395861, 0, 4, Enterprise
31399, 0, 31, Enterprise
344, 0, 9, Enterprise
316, 0, 1, Enterprise
317, 0, 1, Enterprise
346, 0, 1, Enterprise
347, 0, 5, Enterprise
364, 0, 1, Enterprise
365, 0, 2, Enterprise
332, 0, 2, Enterprise
348, 0, 1, Enterprise
349, 0, 1, Enterprise
321, 0, 3, Enterprise
320, 0, 1, Enterprise
319, 0, 1, Enterprise
350, 0, 1, Enterprise
352, 0, 1, Enterprise
338, 0, 1, Enterprise
322, 0, 1, Enterprise
323, 0, 1, Enterprise
351, 0, 2, Enterprise
324, 0, 1, Enterprise
340, 0, 3, Enterprise
353, 0, 1, Enterprise
355, 0, 1, Enterprise
341, 0, 2, Enterprise
356, 0, 2, Enterprise
357, 0, 6, Enterprise
358, 0, 1, Enterprise
328, 0, 1, Enterprise
342, 0, 1, Enterprise
360, 0, 1, Enterprise
361, 0, 5, Enterprise
362, 0, 1, Enterprise
331, 0, 2, Enterprise
334, 0, 3, Enterprise
335, 0, 1, Enterprise
336, 0, 1, Enterprise
366, 0, 1, Enterprise
339, 0, 1, Enterprise
368, 0, 1, Enterprise
369, 0, 1, Enterprise
370, 0, 1, Enterprise
343, 0, 1, Enterprise
371, 0, 1, Enterprise
326, 0, 5, Enterprise
337, 0, 1, Enterprise
325, 0, 1, Enterprise
307, 0, 1, Enterprise
1503, 0, 15, Enterprise
27051, 0, 22, Enterprise
5774, 0, 16, Enterprise
17650, 0, 1, Enterprise
206433, 0, 1, Enterprise
198912, 0, 1, Enterprise
132399, 0, 1, Enterprise
11868, 0, 1, Enterprise
1624, 0, 1, Enterprise
19545, 0, 7, Enterprise
9543, 0, 41, Enterprise
9812, 0, 147, Enterprise
55356, 0, 1, Enterprise
17435, 0, 3, Enterprise
9316, 0, 17, Enterprise
9811, 0, 43, Enterprise
58563, 0, 27, Enterprise
58540, 0, 33, Enterprise
136040, 0, 2, Enterprise
55545, 0, 16, Enterprise
45794, 0, 11, Enterprise
23777, 0, 13, Enterprise
9694, 0, 102, Enterprise
38054, 0, 3, Enterprise
17987, 0, 4, Enterprise
45341, 0, 2, Enterprise
38332, 0, 2, Enterprise
24456, 0, 9, Enterprise
24451, 0, 2, Enterprise
18115, 0, 11, Enterprise
17615, 0, 5, Enterprise
23562, 0, 3, Enterprise
38665, 0, 2, Enterprise
134718, 0, 6, Enterprise
9308, 0, 43, Enterprise
9802, 0, 54, Enterprise
136758, 0, 5, Enterprise
134700, 0, 29, Enterprise
59249, 0, 8, Enterprise
131227, 0, 2, Enterprise
134269, 0, 12, Enterprise
134343, 0, 8, Enterprise
55895, 0, 1, Enterprise
9524, 0, 83, Enterprise
45173, 0, 2, Enterprise
38554, 0, 2, Enterprise
18197, 0, 2, Enterprise
38599, 0, 4, Enterprise
38543, 0, 5, Enterprise
132009, 0, 2, Enterprise
55916, 0, 2, Enterprise
45904, 0, 199, Enterprise
24139, 0, 67, Enterprise
38092, 0, 25, Enterprise
45393, 0, 8, Enterprise
23580, 0, 4, Enterprise
38120, 0, 80, Enterprise
38094, 0, 14, Enterprise
23990, 0, 8, Enterprise
45388, 0, 4, Enterprise
38127, 0, 8, Enterprise
45399, 0, 60, Enterprise
9841, 0, 4, Enterprise
38434, 0, 5, Enterprise
10169, 0, 8, Enterprise
24472, 0, 2, Enterprise
56223, 0, 4, Enterprise
24097, 0, 2, Enterprise
23891, 0, 2, Enterprise
24455, 0, 4, Enterprise
136457, 0, 2, Enterprise
45959, 0, 2, Enterprise
56112, 0, 2, Enterprise
17980, 0, 2, Enterprise
55864, 0, 1, Enterprise
55868, 0, 2, Enterprise
131460, 0, 14, Enterprise
56130, 0, 1, Enterprise
45806, 0, 17, Enterprise
55339, 0, 2, Enterprise
46013, 0, 3, Enterprise
7630, 0, 9, Enterprise
135620, 0, 2, Enterprise
55634, 0, 2, Enterprise
37977, 0, 2, Enterprise
10151, 0, 2, Enterprise
24083, 0, 2, Enterprise
38231, 0, 2, Enterprise
45520, 0, 2, Enterprise
23736, 0, 2, Enterprise
59108, 0, 51, Enterprise
46054, 0, 5, Enterprise
38069, 0, 5, Enterprise
17529, 0, 11, Enterprise
10091, 0, 211, Enterprise
17411, 0, 4, Enterprise
37891, 0, 3, Enterprise
7671, 0, 61, Enterprise
9866, 0, 2, Enterprise
9982, 0, 10, Enterprise
55588, 0, 3, Enterprise
10192, 0, 5, Enterprise
17427, 0, 2, Enterprise
38448, 0, 4, Enterprise
45471, 0, 1, Enterprise
58544, 0, 2, Enterprise
132605, 0, 2, Enterprise
38683, 0, 2, Enterprise
10043, 0, 2, Enterprise
38102, 0, 1, Enterprise
10165, 0, 8, Enterprise
38432, 0, 2, Enterprise
18174, 0, 2, Enterprise
18011, 0, 1, Enterprise
134769, 0, 9, Enterprise
23572, 0, 4, Enterprise
45386, 0, 2, Enterprise
45375, 0, 1, Enterprise
9966, 0, 2, Enterprise
9959, 0, 18, Enterprise
135061, 0, 73, Enterprise
9954, 0, 10, Enterprise
23555, 0, 3, Enterprise
10185, 0, 22, Enterprise
23566, 0, 43, Enterprise
23581, 0, 11, Enterprise
17567, 0, 3, Enterprise
18170, 0, 30, Enterprise
38104, 0, 6, Enterprise
9782, 0, 27, Enterprise
18029, 0, 6, Enterprise
9775, 0, 10, Enterprise
10058, 0, 5, Enterprise
23552, 0, 20, Enterprise
134238, 0, 55, Enterprise
9881, 0, 5, Enterprise
131596, 0, 455, Enterprise
9557, 0, 31, Enterprise
24428, 0, 5, Enterprise
133849, 0, 1, Enterprise
9692, 0, 2, Enterprise
17838, 0, 8, Enterprise
18230, 0, 21, Enterprise
135006, 0, 2, Enterprise
64078, 0, 11, Enterprise
135020, 0, 8, Enterprise
23771, 0, 9, Enterprise
64043, 0, 6, Enterprise
59285, 0, 6, Enterprise
134128, 0, 16, Enterprise
63549, 0, 5, Enterprise
56293, 0, 2, Enterprise
134736, 0, 5, Enterprise
132471, 0, 8, Enterprise
134616, 0, 38, Enterprise
63980, 0, 10, Enterprise
56307, 0, 24, Enterprise
9238, 0, 36, Enterprise
17908, 0, 289, Enterprise
17530, 0, 4, Enterprise
38280, 0, 2, Enterprise
37937, 0, 1, Enterprise
134771, 0, 22, Enterprise
136190, 0, 79, Enterprise
63540, 0, 1, Enterprise
24154, 0, 83, Enterprise
37941, 0, 2, Enterprise
17968, 0, 45, Enterprise
4792, 0, 18, Enterprise
38144, 0, 48, Enterprise
23903, 0, 2, Enterprise
18399, 0, 26, Enterprise
24321, 0, 11, Enterprise
17691, 0, 7, Enterprise
131090, 0, 416, Enterprise
133042, 0, 4, Enterprise
23656, 0, 2, Enterprise
17447, 0, 122, Enterprise
6163, 0, 3, Enterprise
393513, 0, 3, Enterprise
55451, 0, 5, Enterprise
131089, 0, 6, Enterprise
18252, 0, 1, Enterprise
132701, 0, 2, Enterprise
135635, 0, 3, Enterprise
7715, 0, 3, Enterprise
24042, 0, 5, Enterprise
17490, 0, 20, Enterprise
136955, 0, 2, Enterprise
64862, 0, 1, Enterprise
9641, 0, 1, Enterprise
9767, 0, 51, Enterprise
17853, 0, 211, Enterprise
38428, 0, 4, Enterprise
55613, 0, 1, Enterprise
45408, 0, 4, Enterprise
38686, 0, 3, Enterprise
45363, 0, 21, Enterprise
9846, 0, 5, Enterprise
23714, 0, 23, Enterprise
9857, 0, 11, Enterprise
3608, 0, 11, Enterprise
38088, 0, 5, Enterprise
9863, 0, 2, Enterprise
9955, 0, 14, Enterprise
17568, 0, 1, Enterprise
18295, 0, 4, Enterprise
9629, 0, 3, Enterprise
17863, 0, 7, Enterprise
6068, 0, 10, Enterprise
18326, 0, 3, Enterprise
55585, 0, 2, Enterprise
45979, 0, 4, Enterprise
10073, 0, 18, Enterprise
55626, 0, 9, Enterprise
45384, 0, 2, Enterprise
23573, 0, 4, Enterprise
46008, 0, 2, Enterprise
59127, 0, 11, Enterprise
9600, 0, 15, Enterprise
17431, 0, 68, Enterprise
18411, 0, 2, Enterprise
4662, 0, 20, Enterprise
4782, 0, 52, Enterprise
17710, 0, 7, Enterprise
18415, 0, 10, Enterprise
18040, 0, 1, Enterprise
18018, 0, 39, Enterprise
38385, 0, 6, Enterprise
18419, 0, 69, Enterprise
18422, 0, 30, Enterprise
18413, 0, 8, Enterprise
18424, 0, 2, Enterprise
18111, 0, 34, Enterprise
